2025-01-25 05:14:46 - Debugger session started.
2025-01-25 05:14:46 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:47 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:47 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:47 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:47 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:47 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:47 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:47 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:47 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:47 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:47 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:47 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:47 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:47 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:47 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:47 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:47 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:47 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:47 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:47 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:47 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:47 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:47 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:47 - Midi Index: 48 | Intensity: 32 | Note Name: C3
2025-01-25 05:14:47 - 
Resonance: 0 | Inflow: 0 | Outflow: 0 | Overflow: 0
- C3 | Intensity: 32

False | False | False | False
2025-01-25 05:14:47 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:47 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:47 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:47 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:47 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:47 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:47 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:47 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:47 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:47 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:47 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:47 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:47 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:47 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:47 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:47 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:47 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:47 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:47 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:47 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:47 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:47 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:47 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:47 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:47 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:47 - add success True - 12118204
2025-01-25 05:14:47 - Midi Index: 69 | Intensity: 0 | Note Name: A4
2025-01-25 05:14:47 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:47 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:47 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:47 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:47 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:48 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:48 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:48 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:48 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:48 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:48 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:48 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:48 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:48 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:48 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:48 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:48 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:48 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:48 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:48 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:48 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:48 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:48 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:48 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:48 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:48 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:48 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:48 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:48 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:48 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:48 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:48 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:48 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:48 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:48 - Midi Index: 48 | Intensity: 32 | Note Name: C3
2025-01-25 05:14:48 - Midi Index: 69 | Intensity: 0 | Note Name: A4
2025-01-25 05:14:48 - 
Resonance: 0 | Inflow: 0 | Outflow: 0 | Overflow: 0
- C3 | Intensity: 32
- A4 | Intensity: 0

- M13 | Intensity: 0 | Inflow: 0 | Outflow: -0 | Oveflow: 0
False | False | False | False
2025-01-25 05:14:48 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:48 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:48 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:48 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:48 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:48 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:48 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:48 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:48 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:48 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:48 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:48 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:48 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:48 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:48 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:48 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:48 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:48 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:48 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:48 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:48 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:48 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:48 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:48 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:48 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:48 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:48 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:48 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:48 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:48 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:48 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:49 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:49 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:49 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:49 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:49 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:49 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:49 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:49 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:49 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:49 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:49 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:49 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:49 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:49 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:49 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:49 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:49 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:49 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:49 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:49 - Midi Index: 48 | Intensity: 32 | Note Name: C3
2025-01-25 05:14:49 - Midi Index: 69 | Intensity: 3 | Note Name: A4
2025-01-25 05:14:49 - 
Resonance: 0 | Inflow: 0 | Outflow: 0 | Overflow: 0
- C3 | Intensity: 32
- A4 | Intensity: 3

- M13 | Intensity: 0 | Inflow: 0 | Outflow: -0 | Oveflow: 0
False | False | False | False
2025-01-25 05:14:49 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:49 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:49 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:49 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:49 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:49 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:49 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:49 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:49 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:49 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:49 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:49 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:49 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:49 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:49 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:50 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:50 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:50 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:50 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:50 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:50 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:50 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:50 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:50 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:50 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:50 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:50 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:50 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:50 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:50 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:50 - Midi Index: 48 | Intensity: 32 | Note Name: C3
2025-01-25 05:14:50 - Midi Index: 69 | Intensity: 9 | Note Name: A4
2025-01-25 05:14:50 - 
Resonance: 0 | Inflow: 0 | Outflow: 0 | Overflow: 0
- C3 | Intensity: 32
- A4 | Intensity: 9

- M13 | Intensity: 0 | Inflow: 0 | Outflow: -0 | Oveflow: 0
False | False | False | False
2025-01-25 05:14:50 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:50 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:50 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:50 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:50 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:50 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:50 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:50 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:50 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:50 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:50 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:50 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:50 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:50 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:51 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:51 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:51 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:51 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:51 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:51 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:51 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:51 - add success True - 6951802
2025-01-25 05:14:51 - Midi Index: 69 | Intensity: 0 | Note Name: A4
2025-01-25 05:14:51 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:51 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:51 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:51 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:51 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:51 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:51 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
2025-01-25 05:14:51 - Resonance: 0 | NetInflow: 0 | NetOutflow: 0 | NetOverflow: 0 | State: Static
